Job title,Company,Location,Salary,Description
N/A,N/A,N/A,Data Analyst,N/A
Digital Performance Analyst,Maurice Blackburn Lawyers,Australia,Data Analyst,"We welcome fearless thinkers. For over 100 years, Maurice Blackburn has stood up for those who need us most. With courage and compassion, we extend access to justice to countless Australians. We look beyond the immediate challenge to support people in moments that matter across their lives, and continually push for better solutions for our clients. We invest in and empower our people to stand up for what we believe in and go fearlessly forward together. We work on real cases, achieving important and positive results in real people’s lives, which is why we are one of Australia’s most respected law firms. Maurice Blackburn, experience you can count on. How will you contribute to ensuring access to justice for all? We are seeking a talented and driven individual to join our team as a Digital Performance Analyst. Join our dynamic team and take on a key role in shaping our digital strategy. In this role, you will be at the forefront of uncovering valuable insights and driving data-informed decisions to optimize our online and offline customer lifecycle. If you have a passion for leveraging data to enhance lead generation, customer acquisition, and overall customer experience, we want to hear from you. Responsibilities:The experience we are looking for:This is an excellent opportunity to work closely with the digital and marketing team, driving customer-centric initiatives, website personalization, and enhancing our overall online presence. If you thrive on diving deep into data analysis and providing data-driven insights, apply now and be a part of our exciting journey. Our People Commitment comes with the following benefits:… just to name a few. *T's & C's apply Our shared values represent what we stand for and guide how we act, with Courage; Compassion; Collaboration; Fairness and Tenacity. We offer you a safe, supportive and collaborative environment, backed by inclusive leaders and progressive people policies, where you can be your authentic self and thrive. Here we are committed to creating a diverse and inclusive culture, enriched by differences in ethnicity, gender, sexual orientation, gender identity, religion, age and family arrangements. We love that you have a life outside of work and we’re happy to support yours. Applications from First Nations People are encouraged. Are you ready to join us on a journey to extend access to justice to more Australians, in an organisation and role in which every action you take makes a difference? Apply now. Our Circle Back Initiative partnership means we’re committed to responding to every applicant."
Senior Data Analyst/Biostatistician,The Sydney Children's Hospitals Network,Sydney Western Suburbs NSW,Data Analyst,"Click here to learn more about our Network Senior Data Analyst/ Biostatistician The National Centre for Immunisation Research and Surveillance (NCIRS) has an exciting new opportunity for a Senior Data Analyst/Biostatistician to join our leading national research centre, to support high quality and high impact research outputs. Please refer to the position description for a more detailed description of accountabilities and selection criteria. This appointment will be full time temporary for 12 months, with a strong possibility of extension. Part-time hours could be considered for the preferred candidate. NCIRS supports flexible working arrangements, including hybrid working agreements. About NCIRS NCIRS is the leading organisation in Australia in immunisation and vaccines that provides expert advice to support evidence-informed immunisation policy and guideline development, evaluation of immunisation programs, particularly the National Immunisation Program, and the monitoring of vaccine-preventable diseases, vaccine coverage and factors impacting uptake, and vaccine safety. NCIRS has national and international recognition in this arena and has a growing program of international work, focused on providing technical support for immunisation system strengthening to countries in the Indo-Pacific region.  NCIRS is a collaborative team of experts in public health, biostatistics, infectious diseases, paediatrics, internal medicine, epidemiology, communication, social science and quantitative and qualitative research and survey methods. www.ncirs.org.au  The Centre is based within the Division of Research of the Sydney Children's Hospitals Network, Westmead Campus, NSW, Australia, but has an all-age research remit and is affiliated with the Faculty of Medicine and Health and the Sydney Institute for Infectious Diseases (Sydney ID) at the University of Sydney. NCIRS is funded primarily by the Australian Government and NSW Government, as well as via grants from WHO, Gavi, and research granting bodies.SCHN is an Equal Opportunity Employer that values diversity - we acknowledge the vibrancy that a diverse workforce brings to enhance both our workplace culture and our service delivery to children, young people and their families and carers. We encourage all suitably qualified applicants to apply. If you identify as an Indigenous Australian or as a person with a disability, please contact us if you would like some more information about our recruitment process. Aboriginal and Torres Strait Islander people are encouraged to apply. We recognise the value of Aboriginal staff providing health care to Aboriginal children and families that access the services we provide at the Sydney Children’s Hospitals Network. Aboriginal job applicants are encouraged to visit the NSW Health Aboriginal Recruitment tool, Stepping Up to assist in preparing your application. All NSW Health workers are required to have completed a primary course (2 doses) of a COVID-19 vaccine which has been approved or recognised by the Therapeutics Goods Administration (TGA). New applicants must have completed the vaccination course prior to commencement with NSW Health, or provide an approved medical contraindication certificate (IM011 immunisation medical exemption form) certifying the worker cannot have any approved COVID-19 vaccines available in NSW. Acceptable proof of vaccination is the Australian Immunisation Register (AIR) Immunisation History Statement or AIR COVID-19 Digital Certificate. Booster doses are highly recommended for all health care workers who have completed the primary course of COVID-19 vaccinations. Need more information?  1) Click here for the Position Description  2) Find out more about applying for this position For role related queries or questions contact Carol Corbett on [email protected] If you are Aboriginal or Torres Strait islander wishing to apply for this role and want to speak with an Aboriginal person/representative from the Sydney Children’s Hospital Network please contact Wayne Dargan on 0486012545. For technical support please contact the customer services team on 1300 679 367 and select option 3. Applications Close: 27/07/2023"
Client Support Service Desk Analyst,Kaluza,Melbourne VIC,None,"Job Title: Client Support Service Desk Analyst Location: (including hybrid): Melbourne, Australia Part time available?: No Salary: $60,000 - $90,000 Kaluza wants to power a world where net-zero is within everyone's reach, by building the platform that will accelerate a sustainable, affordable and resilient energy transition. It's a huge challenge, but often the toughest problems are the most rewarding to solve. Since launching in 2019, Kaluza's technology has been empowering some of the biggest energy suppliers to better serve millions of customers. From revolutionising billing to smart electric vehicle charging, our real-time cloud platforms transform supplier operations, reducing cost to serve and boosting engagement. And most importantly, they enable suppliers' customers to drive decarbonisation with smart, low carbon technologies. Where in the world of Kaluza will I be working? You'll be joining Kaluza's Client Success community, a team of client-focussed delivery and support professionals. Working closely with Kaluza's Product and Technology communities, we're dedicated to making sure our clients get the most value from Kaluza's products and services. You'll be working on the Kaluza's Energy Retail platform. This is a SaaS technology platform that aims to revolutionise the operating platforms for energy retailers globally. This platform has been built with scale and technical quality in mind and is the foundation for decarbonisation efforts by Kaluza's customers. What will I be doing? You will be working within the Kaluza Service Desk team, with a focus on triaging agent & customer issues from Retailers & analysing problems that are discovered. You'll be the go-to guru for performing impact assessments and root cause analysis, identifying impacted accounts or processes and recommending technical fix approaches, using the Kaluza incident process. When you're not saving the day, you'll be helping define what a good Service Desk looks like, liaising with product teams to provide updates and solutions to customers. This is a technical role and candidates will need to demonstrate a strong desire and ability to quickly grasp and work with new and existing technologies. You will play an integral part in standing up an enduring Kaluza presence in the region and supporting our clients. Kaluza is predominantly based in the UK. Due to the time difference between Melbourne and the UK, you will need to manage client expectations and interactions with UK teams across time zones, with support from your UK counterparts. Key responsibilities include:Kaluza is currently in an exciting growth phase, undergoing the next phase of our international expansion.. This will further reinforce our capabilities as a globally distributed energy platform and means that you would be one of the first Kaluza employees on the ground in Australia! Is this the job for me? Ideally you'll have/be:Kaluza Values Here at Kaluza we have five core values that guide us as a business: We're on a mission, We build together, We're inclusive, We get it done, We communicate with purpose. Our values are not words on a wall — they are at the heart of our culture. They are how we make decisions and how we treat each other. They are concrete and clear, and reflect what we as people, and as a business, really care about. Kaluza's vision is to power a world where net-zero is within everyone's reach. Would you be interested in joining us to help achieve this? From us you'll get We're just getting set up in Australia for the first time, so we'll build out our full benefits offering in the coming months. Currently, from day one, you will get:We'll then build out our benefits and progressive policies soon to ensure your Total Reward package is highly competitive, and that you're well looked after. We want the best people At Kaluza, we empower our people to have choices around where and when they work - flexible working arrangements can be discussed for all of our roles. Please speak to the Talent Acquisition team for more info. We're keen to meet people with varied backgrounds - our view is the more inclusive we are, the better our work will be. We want to build teams which represent a variety of experiences, perspectives and skills, and we recognise talent on the basis of merit and potential. We understand some people may not apply for jobs unless they tick every box. If you're excited about joining us and think you have much of what we're looking for, even if you're not 100% sure… we'd love to hear from you. Learn more about working in Kaluza on our careers page and LinkedIn."
Meter Data Analyst,CitiPower and Powercor,Melbourne VIC 3000,Data Analyst,"About us:We’re a team that cares about you and your community. United Energy (UE) is an essential service, supplying reliable, safe and affordable electricity across the east and south-east of Melbourne and the Mornington Peninsula, vital for our customers and a clean energy future.In designing and delivering these services, our people are united by a real sense of purpose to empower customer choices in ways that are important for our communities and the environment. Using advanced analytics, knowledge built through years of practical expertise, partnerships with leading researchers, and the courage to experiment, our people are proud to be disruptive influencers amongst the electricity industry.Increasingly, our networks are connecting new large-scale renewable energy generators and integrating technologies like solar, batteries and electric vehicles as customers change the way they generate, use, store and share power. This demand is transforming the electricity market faster than any change we’ve ever seen before. As a result, our people are at the frontline in developing and implementing innovative technologies and solutions necessary for the future of our industry not only in Victoria but globally.About the Role:The role is responsible for ensuring electricity meter data related functions are processed and actioned in accordance with shareholder, regulatory and customer expectations. The role is also responsible for ensuring the integrity of meter and standing data is maintained in a timely manner by addressing business and market systems exceptions and minimising the use of substituted data.This is a 12-month fixed term contract role.What you’ll deliver:To succeed in this role, you’ll have: Your career with us:We have a diversity of teams across our business, all contributing to great customer and community outcomes. Our people are our most important asset, and we continually invest in nurturing their capability.We proudly strive to provide a safe, inclusive and sustainable environment where all our people feel respected, valued and supported to bring their whole selves to work and be the best they can be.With an embedded Inclusion & Diversity Strategy and initiatives like our Women in Power networking group, and Sparkle, our LGBTIQ+ allies pride network, we’re committed to equal opportunities for all employees.We are proud to be recognised as a WORK180 Endorsed Employer for all women. Click here to check out our benefits. https://work180.com/en-au/for-women/employer/powercor/benefitsOur greatest priority is the health, safety and wellbeing of our people and the communities we operate within. This includes their physical safety – ensuring everyone gets home safely everyday – as well as their psychological safety, by ensuring everyone has the resources and support needed to achieve a work-life balance and be the best they can be.What’s next?If you think you have what it takes, but don’t necessarily check every box, or would like to discuss a different or flexible way of working, please still get in touch with us at [email protected]Please submit your application via our careers website by 1 August 2023. For the full Position Description, reach out to Luke Castro from the Talent Team at [email protected]We encourage applications from all communities; people of all ages, nationalities, abilities and cultures, including Aboriginal and Torres Strait Islander peoples, the LGBTQI+ community and people living with disability.If you require adjustments as part of the recruitment process to accommodate your needs, please don’t hesitate to discuss these with us. OUR VALUES: Live safely, Be Customer and Community Minded, Succeed Together, Be The Best You Can Be, Improve Our Business Job Segment: Database, Sustainability, Environmental Engineering, Data Analyst, SAP, Technology, Energy, Engineering, Data"
Data Governance Analyst,Elders,Adelaide Region SA,None,N/A
Functional Business Analyst,Capgemini,Melbourne VIC,None,N/A
Data Analyst,N/A,N/A,Data Analyst,N/A
Data and Business Analyst,EML,Sydney Central Business District NSW,None,"WHAT WE OFFER EML is a leading Workers Compensation and Personal Injury Claims Management business. Our goal is to help people get their lives back through ongoing support during their return-to-work journey. We continue to experience ongoing growth and now have over 4000 dedicated employees. We foster a learning culture that allows for us to continually invest in our employees ensuring a long-term career here at EML. We stand together as equals. EML is an equal opportunity employer so by coming to work for us, you will be part of a culture that celebrates diversity and inclusion. We are committed to maintaining a workplace where everyone feels valued and where we show respect, integrity and honesty. EML provides career opportunities and great employee benefits, including:THE OPPORTUNITY The purpose of this role is to provide quantitative support and detailed analysis of portfolio trends and to the business, the executive management team and IfNSW Agencies. The role is focused on designing and implementing reporting solutions and providing analysis services to support and inform strategic decision making, to identify performance improvement opportunities and to maximise outcomes. This is a permanent position to start as soon as possible. YOUR RESPONSIBILITIESABOUT YOUWe value our people and are committed to supporting our employees by investing in their professional development and providing generous employee benefits. If this position is of interest to you, please . For alternative formats to submit your application or for more information on the position, please contact Charlotte Ruffles at [email protected]"
"SQL Server, Power BI, DAX",Pyramid Global Technologies,New South Wales,None,N/A
N/A,N/A,N/A,None,N/A
Solutions Business Analyst,Toll Group,Melbourne VIC,None," At Toll, we do more than just logistics - we move the businesses that move the world. Our 20,000 team members can help solve any logistics, transport or supply chain challenge – big or small. We have been supporting our customers for more than 130 years. Today, we support more than 20,000 customers worldwide with 500 sites in 25 countries, and a forwarding network spanning 150 countries. We are proudly part of Japan Post — www.tollgroup.com Global Forwarding delivers cargo across our global network via road, rail, sea, and air. From loose cartons for consolidation and palletised cargo to moving dangerous goods and bulk commodities, we have the experience, the infrastructure, and the global network to get freight moving – across towns, across countries and across continents. Flexible location: Port Melbourne or Mascot, Sydney A new opportunity for a Solutions Business Analyst to join our IT Global Forwarding team, where you will engage with diverse stakeholders to ensure that the client’s organisational objectives are understood through the analysis and synthesis of information. With a key focus on executing strategic plans, business model analysis, process design and systems analysis, your adaptable and strong stakeholder engagement skills will ensure that the business feels supported. Key responsibilities include: To be successful in this role, you will need: Qualifications Required Be Connected With a bold vision and innovative drive, join our 20,000 colleagues as we lead industry change and transform how customers best meet their global supply chain needs in a meaningful and sustainable way. There are countless opportunities to learn and make a real impact in shaping our industry’s future. Grow with diverse challenges amongst a friendly and inclusive global culture. Take pride in building relationships that matter, because being connected is at the centre of what makes Toll great – it’s what makes our possibilities endless. Toll embraces and celebrates a variety of cultures. We continue to build a business that reflects the values of equality, built on the knowledge and understanding that everyone is welcome including the First Nations Peoples and those of all ages, genders and abilities. To find out more about us visit www.tollgroup.com/careers To be considered, you must be entitled to work in the specified country and be prepared to undertake pre-employment checks including a criminal history check and medical assessment."
"Consultant, Data & Analytics",Aurecon Group,Melbourne VIC,Senior Data Analyst/Biostatistician,N/A
Strategic Information Analyst,Monash University,Clayton VIC,None,"The Opportunity A new opportunity has become available for a Strategic Information Analyst to join the Education Impact team, to provide data-driven advice, guidance, and a range of complex analytical services to support the continual improvement of education delivery at Monash. Reporting to the Director, Education Analysis, the position undertakes comprehensive research, qualitative and quantitative data analysis, modelling, data visualisation, evaluation, forecasting and report writing to support the strategic plans and success of the Deputy Vice-Chancellor (Education). As the successful candidate, you’ll have a relevant postgraduate qualification, outstanding data analysis and visualisation skills, and proven ability to communicate analysis results and subsequent impact to a variety of audiences in both verbal and written form. If this sounds like your next career step, we look forward to hearing from you. Diversity is one of our greatest strengths at Monash. We encourage applications from First Nations people, culturally and linguistically diverse people, people with disabilities, neurodiverse people, and people of all genders, sexualities, and age groups. Be part of our story. Work with us to #ChangeIt.  Monash avidly supports flexible and hybrid working arrangements. We have a range of policies in place enabling staff to combine work and personal commitments more easily. Your application must address the selection criteria. Please refer to ""How to apply for Monash Jobs"". Enquiries Dr David Carroll, Director - Education Analysis, +61 3 9905 0685 Position Description Strategic Information Analyst Closing Date Thursday 3 August 2023, 11:55pm AEST Supporting a diverse workforce"
Reporting Analyst,Wesfarmers OneDigital,Melbourne VIC,Senior Data Analyst/Biostatistician,"The purpose of Customer Insights and Reporting team is to support the entire OnePass business by enabling more sophisticated uses of data across OnePass and our partnering Divisions. This team is responsible for establishing a self-service reporting capability within the business, for designing, building and maintaining reports to support management and operational decision making, and for responding to ad-hoc analysis needs. This team is also responsible for designing advanced analytical solutions to business or customer problems and working with domain teams to deploy these solutions. What you’ll be doing We are seeking a highly skilled and detail-oriented Reporting Analyst to join our dynamic team. As a Reporting Analyst, you will play a crucial role in gathering, analysing, and presenting data-driven insights to support strategic decision-making within OnePass. You will be responsible for designing, developing and automating reports, dashboards, and data visualisations that provide key stakeholders with accurate and actionable information. The ideal candidate is passionate about data, possess strong analytical skills, exceptional attention to detail, a passion for translating complex data into meaningful reports and is comfortable working in a fast-paced and evolving environment. Key duties and deliverables: Key Relationships Reports to: Reporting and Analytics Lead What you will need Equipment / Technology used Why OneDigital? Team Benefits – just to name a few! To support you at work, what you value in life and in the community, our team member benefits include: Next steps If this sounds like your next career move, then click on the ‘Apply’ button now. Please note that we may commence interviewing candidates prior to the application closing date."
IT Commercial Analyst,Murdoch University,Perth WA,None,N/A
Cyber Security Data Analyst,Royal Automobile Club of WA,West Perth WA,None,N/A
Business Analyst | 12-month contract,Hudson Australia,Brisbane QLD,None,"Our client, Department of Education, are currently seeking an ICT Business Analyst for their Infrastructure (buildings) for Learning strategy which identifies 'data driven approach to asset management'. Context of the role The department's Infrastructure Services Division (the department) is responsible for providing infrastructure-related services to our schools, early childhood services and corporate clients by effectively managing the department's asset base (with a replacement cost of $29.3 billion) and a capital works budget of approximately $1.9 billion per annum. The department's asset base currently consists of 1,262 schools, over 45,000 structures, and more than 170 early childhood services delivered on department-owned land. As part of the Equity and Excellence in Action: Infrastructure for Learning strategy which identifies 'data driven approach to asset management' as one of the priority actions, the department is seeking to recruit a Data Analyst to deliver a number of key work items. The department either utilises or is dependent on data from a number of core systems such as SAP, SAP Plant Maintenance, Agresso and One School to make informed decisions. The department uses reporting tools such as Power BI in a disparate way. The availability and quality of data, information, analysis, reporting and ICT system functionality is vital for the operation of the department. Given the scale of the department's asset base and the quantum of information used across the organisation to manage all elements of infrastructure asset lifecycle, there is a need to clearly understand the sources, structure and use of data, the reporting requirements for all stakeholders and current pain points. As such, the department is forming a small Project Team to leverage current data, finance, analytics, reporting, ICT capabilities & upcoming initiatives.Our client, Department of Education, are currently seeking an ICT Business Analyst for their Infrastructure (buildings) for Learning strategy which identifies 'data driven approach to asset management'. Context of the role The department's Infrastructure Services Division (the department) is responsible for providing infrastructure-related services to our schools, early childhood services and corporate clients by effectively managing the department's asset base (with a replacement cost of $29.3 billion) and a capital works budget of approximately $1.9 billion per annum. The department's asset base currently consists of 1,262 schools, over 45,000 structures, and more than 170 early childhood services delivered on department-owned land. As part of the Equity and Excellence in Action: Infrastructure for Learning strategy which identifies 'data driven approach to asset management' as one of the priority actions, the department is seeking to recruit a Data Analyst to deliver a number of key work items. The department either utilises or is dependent on data from a number of core systems such as SAP, SAP Plant Maintenance, Agresso and One School to make informed decisions. The department uses reporting tools such as Power BI in a disparate way. The availability and quality of data, information, analysis, reporting and ICT system functionality is vital for the operation of the department. Given the scale of the department's asset base and the quantum of information used across the organisation to manage all elements of infrastructure asset lifecycle, there is a need to clearly understand the sources, structure and use of data, the reporting requirements for all stakeholders and current pain points. As such, the department is forming a small Project Team to leverage current data, finance, analytics, reporting, ICT capabilities & upcoming initiatives. Accountabilities of the role:Qualifications and experience:To submit your application, in strict confidence, please submit your resume in Word Format using the appropriate link quoting reference No. 229782. Should you require further information please email [email protected]  Your interest will be treated in the strictest of confidence."
Technical Business Analyst,FinXL,Sydney NSW,None,"Our client large Telco company is currently seeking an experienced Technical Business Analyst for a initial 6 months contract.You will be:  Skills: Who we are The Finite group is a multi-award-winning consultancy recognised across Australia and New Zealand for excellence in recruitment for the technology consultancy space. We have 20 years of year on year success. Our teams specialise in the following areas of technology recruitment (contract and permanent):DevOps | Business Intelligence | Big Data | Analytics | Infrastructure | Engineering | Digital; iOS Android| Front End Development| Back End Development | UX | UI |Research | Project Management | Change Management | AdOps | Service Delivery | What's next? If you would like to be considered, please send applications to Bhavana Peram on or click the apply button! Job reference S3"
Senior Security Reporting Data Analyst,Bupa,"15/33 Exhibition St, Melbourne VIC 3000",None,N/A
Expressions of Interest - Data Modeller | Data and Analytics,EY,Sydney NSW 2000,None,"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all. What if we didn’t focus on who you are now, but who you could become? At EY we believe that whoever you are, your uniqueness helps us stand apart. We bring together extraordinary people, like you, to build a better working world. EY DnA is the data and advanced analytics capability within EY Asia-Pacific, with over 500 specialist employees working across multiple industry sectors. This role is open to applicants across Adelaide, Melbourne, Perth, Brisbane, Canberra and Sydney. What’s in it for you? As a Data Modeller, you will support our clients in defining and implementing a data journey aligned with their strategic objectives. Some of your responsibilities will include: What we’re looking for Here’s our ‘wish list’ but don’t worry if you don’t tick all the boxes. We’re interested in your strengths, what you want to learn, and how far you want to go. What we can offer you Acknowledgement of Country EY acknowledges the Traditional Owners and Custodians of the lands on which EY offices are located around Australia. We pay our respects to their cultures, and to their Elders — past, present, and emerging. Find out more about our vision for reconciliation at www.ey.com/au/reconciliation Apply now… we’re over 9,000 perspectives in Australia and we’re ready to welcome yours.  At EY we take inclusivity seriously, and we’re committed to removing barriers and improving the employment prospects of people with disability or long-term health conditions. We encourage you to share any support and adjustments you need to be your best and participate equitably in our recruitment process. We understand sharing your needs with us can be daunting, so if you have questions before or during your application, we welcome you to get in touch at [email protected] or +61 3 8650 7788 (option 2). Anything you tell us will be kept completely confidential. The exceptional EY experience. It’s yours to build. Our preferred applicant will be required to undertake employment screening by EY or our external third-party provider. Regarding this role, the minimum salary is $90,000AUD including 11% superannuation. EY | Building a better working world  EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.  Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.  Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today."
Lead Data Analyst,Reserve Bank of Australia,Sydney NSW,None,N/A
Business Analyst,Link Group,Melbourne VIC,None,"Our continued investment in our proprietary technology platforms allows us to automate wealth management workflows, manage large consumer and member bases, and provide insights through predictive analytics. By focussing on product and service innovation, our Technology division has evolved to become an innovative provider of solutions, identifying and anticipating the needs of clients across Link Group. Link Group is building a dynamic, client focused, caring and inclusive culture that is built on the foundations of an entrepreneurial spirit, effective risk management, empathy and trust, and underpinned by its core values. We are an inclusive employer whose people work collaboratively. We encourage, support and value the various talents and perspectives of our people and promote a flexible and blended work environment where our people can thrive and their wellbeing is supported. We know that diversity drives better client outcomes, continuous improvement, and growth. Be part of the Link Group journey and together we will achieve our full potential. We treat all individuals fairly and equitably and do not discriminate on the basis of diverse characteristics including, but not limited to gender, gender identity, sexual orientation, age, ethnicity, cultural background, physical abilities/disabilities, religious or political belief, marital or family status or carers responsibilities. Candidates must have the relevant work rights to be considered for an opportunity at Link Group. Successful applicants will be required to complete background screening prior to commencement of employment."
2024 Graduate Brand Analyst,Amzn Commercial Srvcs Pty Ltd,Sydney NSW,None,"Prior experience in Retail, Consulting or Finance, managing multiple stakeholders or working in data & analytics (Excel, SQL, Tableau) is beneficial but not essential.  Acknowledgement of country: In the spirit of reconciliation Amazon acknowledges the Traditional Custodians of country throughout Australia and their connections to land, sea and community. We pay our respect to their elders past and present and extend that respect to all Aboriginal and Torres Strait Islander peoples today.  IDE statement: Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected attributes."
Business Analyst,Tata Consultancy Services,Melbourne VIC,None,Job Description 
Data Analyst - Melbourne Airport,ISS,Melbourne VIC,None,"ISS IS A PLACE TO BE YOU We have ambitious goals for how we work, how we impact our surroundings and how we treat our people. It’s you that makes the difference to making amazing places, and we believe everyone can influence change for the better. ISS IS A PLACE TO BE WHO YOU ARE Every ISS employee, or “placemaker,” is part of both a diverse team and global community of colleagues where different skills, personalities, and life choices are acknowledged and celebrated as part of a positive, inclusive environment. ISS teams come together to care for clients and colleagues, championing talents and uniting with trust in a place open to the true self. ISS IS A PLACE TO BECOME WHAT YOU WANT ISS is a global workplace experience and facility management company, provides placemaking solutions that contribute to better business performance and makes life easier, more productive and enjoyable – delivered to high standards by people who care. ISS IS A PLACE TO BECOME PART OF SOMETHING BIGGER With over 485,000 employees throughout 46 countries ISS is a company of belonging. ”Connecting People and Places to Make the World Work Better”. Our team is growing and we are currently seeking a Data Analyst to join us at our Melbourne Airport location (on site), employed on a Full-time basis. The Position: Due to success in growth, we are looking for a Business Analyst to join our Commercial Team as an integral part of security operations at Melbourne Airport. The Data Analyst position is responsible for, including but not limited to providing operational planning capability to ensure the organisation remains operationally agile and resilient within a dynamic and highly regulated security environment. This includes the analysis and projection of short to medium term (0-3 months in advance) passenger load, utilising this information to design and fortify the operational plan. Working closely with the Operational and Rostering teams, the role will be responsible for determining the staff resources required to meet the projected operational demand, providing innovative and timely solutions to existing and emergent risk/capability gaps in addition to leading the business continuity planning process for the organisation, in line with site EBA requirements. This role requires availability Mon-Fri, 9am - 5pm, on site only. Our Benefits:Minimum Criteria:To apply for this role please click on the 'apply' link and complete the online application. You can review your application status and keep up to date with our current vacancies by visiting our ISS Careers Website: http://www.au.issworld.com/our-people/Careers Can we inspire you more to join us?Advertised: 14 Jul 2023 AUS Eastern Standard Time Applications close: 14 Aug 2023 AUS Eastern Standard Time"
Data Analyst - Customer Engagement Insights,Johnson & Johnson,Sydney NSW,Senior Data Analyst/Biostatistician,"We are Janssen. Our mission drives us. Our patients inspire us. We collaborate with the world for the health of everyone in it. Making a real difference drives us to find innovative healthcare solutions and treatments that help transform lives. It starts with you . We’re working hard to deliver more for our patients, and we need your help to provide insights and recommendations to make meaningful changes. We want you to join us! What’s in it for you: Achieving our goals and reaching as many patients as possible is no easy feat – but you will experience a huge sense of accomplishment whilst playing a key role in shaping Janssen’s customer engagement strategy and winning together with your team. We also offer a huge range of benefits to set you up for success in your work and personal life. Some of these include The Opportunity  Be part of an exciting and rewarding role where you will lead as a key insight integrator for commercial business partners by developing reporting to collate, synthesize and visualise data analysis that will provide business leaders with insights and recommendations to improve the effectiveness of omnichannel customer interactions in delivering Janssen’s value propositions & drive planned outcomes. This is a 12-month fixed term contract role working in a hybrid in office/at home model. What you’ll be doing in this role: This is a unique role which requires a balance of commercial and technical expertise. You will: What we’re looking for: You will be a proactive and self-motivated individual with experience in data led decision making & analysis to deliver business results in a fast-paced environment. Previous experience in business partnering with senior team members to gather analytical requirements, identify critical metrics & build dashboards to visualize & report insights will lead to success in this role. Some other things we are looking for: Being part of Johnson & Johnson can change everything, including YOU: Janssen is driven by dedication to product innovation, customer focus, and organisational excellence. From research to real-life solutions, Janssen has a long track record in developing and marketing treatments that make a real difference. If you are interested, please apply online using the link below. You will receive an automated email confirming receipt of your application. Every application is reviewed by the Talent Acquisition team and candidates will receive notification of the outcome of their application in a timely manner. Johnson & Johnson is an equal opportunity employer who supports inclusive, flexible and accessible working arrangements for all. This includes persons with disabilities, culturally, religiously and linguistically diverse people, diverse age groups, diverse sexual orientation, and gender. We are committed to working in partnership with and support Aboriginal and Torres Strait Islander peoples and organisations by recognising and respecting the diversity of cultures, identity, heritage, languages, lores, and social and spiritual systems practiced. We draw pride and strength from you, your colleagues and the world we care for—all backgrounds, beliefs and the entire range of human experience—coming together to bring health to billions.  Agencies please note: This recruitment assignment is being managed directly by Johnson & Johnson’s Talent Acquisition team. We will reach out to our preferred agency partners in the rare instance we require additional talent options. Your respect for this process is appreciated."
Tax Analyst | Employment Tax | Sydney or Melbourne,Deloitte,"550 Bourke Street, Melbourne VIC 3000",None,N/A
Intelligence Analyst 24/7 - TS/SCI with Poly,Leidos,Alice Springs NT,Senior Data Analyst/Biostatistician,"Description This position is a 24/7 crew position located in Alice Springs, AUS. The Integrated Solutions Division at Leidos has an opening for an Intelligence Analyst. The successful candidate will be required to execute, refine, and supervise the processes and procedures for data analysis operations in a purpose-built enterprise environment throughout the lifecycle of customer operations. The candidate will be required to possess demonstrable technical skills and the ability to work constructively and collaboratively across multiple functional and technical areas to achieve a positive impact on explicitly stated and implicit program goals. Primary Responsibilities The Intelligence Analyst will be responsible for: Basic Qualifications Preferred Qualifications The Leidos pay range for this job level is a general guideline only and not a guarantee of compensation or salary. Additional factors considered in extending an offer include (but are not limited to) responsibilities of the job, education, experience, knowledge, skills, and abilities, as well as internal equity, alignment with market data, applicable bargaining agreement (if any), or other law."
Establishment Management and Data Analysis Officer,Queensland Health,Rockhampton QLD,None,N/A
Senior Data Scientist/Data Analyst,Department of Employment and Workplace Relations,Canberra ACT,Business Analyst | 12-month contract,"About the Department of Employment and Workplace Relations We enable access to quality skills, training and employment services to support Australians find secure work in fair, productive and safe workplaces – supporting individuals and our nation to prosper.  The Role The VET System Performance team is responsible for research and analysis on the performance of, and student outcomes arising from, Australia’s vocational training sector.  Reporting to the Assistant Director (Assistant Director, Lead Data Scientist/Data Analyst), the Senior Data Scientist/Data Analyst contributes to building an understanding of the benefits to students from training and performance of the market for VET. The successful candidate will have the opportunity to work on developing robust analysis and visualisations using large and innovative administrative data sets.  Duties and Responsibilities Responsibilities of the APS 6 level may include: How to apply for jobs in the Australian Public Service (APSC Guide) Opens in new window Job Information Pack Opens in new window"
